date,year,month,day,label,vintage,style,country,price,quantity,rate
2021-04-27,2021,4,27,Wine P,2011,Sparkling,Portugal,166.86,12,93
2021-09-30,2021,9,30,Wine A,1993,Red,Italy,214.43,11,82
2021-11-25,2021,11,25,Wine T,1989,Rose,Portugal,758.64,13,75
2021-07-02,2021,7,2,Wine I,1999,Red,Chile,401.78,9,85
2021-02-13,2021,2,13,Wine L,2006,White,Italy,93.91,6,75
2021-02-22,2021,2,22,Wine Y,1984,Orange,France,114.33,7,99
2021-01-04,2021,1,4,Wine W,1996,Sweet,Germany,89.12,3,79
2021-11-26,2021,11,26,Wine R,2004,Sparkling,Chile,216.12,15,87
2021-05-07,2021,5,7,Wine X,1984,Sweet,Uruguay,78.63,14,95
2021-03-07,2021,3,7,Wine E,2011,Red,Spain,166.12,2,100
2021-06-11,2021,6,11,Wine D,1982,Red,Uruguay,338.76,14,82
2021-07-07,2021,7,7,Wine P,2015,Sparkling,Argentina,273.26,4,89
2021-01-12,2021,1,12,Wine J,1982,Red,Argentina,61.37,9,84
2021-04-03,2021,4,3,Wine T,1982,Rose,Uruguay,108.62,15,85
2021-01-19,2021,1,19,Wine Z,1992,Orange,Chile,255.07,13,76
2021-10-07,2021,10,7,Wine Y,1994,Orange,Portugal,240.03,8,79
2021-11-12,2021,11,12,Wine T,1995,Rose,Brazil,279.95,5,78
2021-12-07,2021,12,7,Wine Z,2014,Orange,Argentina,122.21,10,95
2021-11-24,2021,11,24,Wine F,1993,Red,Spain,167.18,13,80
2021-06-15,2021,6,15,Wine V,1985,Sweet,Portugal,487.15,8,100
2021-02-14,2021,2,14,Wine R,2019,Sparkling,Portugal,69.76,9,92
2021-06-30,2021,6,30,Wine S,2017,Rose,Chile,55.62,12,78
2021-08-31,2021,8,31,Wine K,1985,White,Spain,172.3,1,82
2021-11-30,2021,11,30,Wine P,2018,Sparkling,Argentina,245.47,10,95
2021-09-25,2021,9,25,Wine Y,2014,Orange,Chile,331.46,10,81
2021-05-11,2021,5,11,Wine S,1992,Rose,USA,143.01,9,77
2021-07-08,2021,7,8,Wine N,1992,White,Spain,114.95,3,79
2021-04-14,2021,4,14,Wine P,2018,Sparkling,Portugal,101.22,15,81
2021-01-20,2021,1,20,Wine N,1984,White,Uruguay,460.82,8,85
2021-11-25,2021,11,25,Wine J,1996,Red,Spain,366.0,7,80
2021-10-15,2021,10,15,Wine R,2004,Sparkling,Spain,76.31,6,93
2021-11-12,2021,11,12,Wine N,2021,White,Portugal,95.49,9,96
2021-07-04,2021,7,4,Wine V,1987,Sweet,Chile,426.16,13,82
2021-09-16,2021,9,16,Wine O,2008,White,Chile,149.49,6,77
2021-11-27,2021,11,27,Wine L,1995,White,Portugal,217.26,8,93
2021-08-05,2021,8,5,Wine T,1995,Rose,Portugal,169.96,12,88
2021-05-21,2021,5,21,Wine S,2018,Rose,France,123.07,12,93
2021-07-17,2021,7,17,Wine D,2021,Red,Argentina,270.19,13,86
2021-02-14,2021,2,14,Wine T,1983,Rose,Chile,254.67,3,79
2021-04-25,2021,4,25,Wine S,1996,Rose,Portugal,421.43,15,91
2021-10-08,2021,10,8,Wine P,1995,Sparkling,Portugal,194.12,6,82
2021-01-07,2021,1,7,Wine K,1988,White,Chile,69.05,13,95
2021-11-23,2021,11,23,Wine N,2006,White,Italy,91.28,14,91
2021-01-04,2021,1,4,Wine Q,2006,Sparkling,Chile,379.09,2,88
2021-09-15,2021,9,15,Wine C,2021,Red,Argentina,285.7,15,87
2021-07-16,2021,7,16,Wine Y,1986,Orange,Chile,115.37,1,90
2021-09-29,2021,9,29,Wine V,1995,Sweet,Brazil,72.9,10,82
2021-09-13,2021,9,13,Wine U,1991,Rose,Germany,172.57,10,87
2021-05-11,2021,5,11,Wine S,2021,Rose,Argentina,130.54,10,93
2021-05-02,2021,5,2,Wine U,2008,Rose,Chile,501.87,1,75
2021-08-13,2021,8,13,Wine X,2008,Sweet,Italy,356.18,10,87
2021-03-29,2021,3,29,Wine W,2010,Sweet,Germany,380.15,7,78
2021-04-14,2021,4,14,Wine R,1993,Sparkling,Italy,248.97,15,91
2021-07-29,2021,7,29,Wine M,1998,White,Spain,195.8,14,97
2021-06-10,2021,6,10,Wine G,2007,Red,Chile,142.01,7,96
2021-01-19,2021,1,19,Wine X,1993,Sweet,Uruguay,176.67,3,91
2021-04-11,2021,4,11,Wine R,1999,Sparkling,Chile,292.38,2,87
2021-09-19,2021,9,19,Wine P,2000,Sparkling,Uruguay,141.83,12,92
2021-07-14,2021,7,14,Wine O,1985,White,Italy,104.28,6,84
2021-04-16,2021,4,16,Wine T,1998,Rose,Spain,73.34,2,93
2021-11-05,2021,11,5,Wine H,2004,Red,USA,167.71,6,89
2021-02-25,2021,2,25,Wine Z,2009,Orange,Argentina,135.28,13,85
2021-12-18,2021,12,18,Wine D,2020,Red,Portugal,337.11,5,96
2021-03-02,2021,3,2,Wine X,2008,Sweet,Portugal,185.61,14,82
2021-09-29,2021,9,29,Wine Y,1994,Orange,Spain,87.82,8,86
2021-11-14,2021,11,14,Wine S,1995,Rose,Italy,53.97,11,90
2021-10-26,2021,10,26,Wine N,2013,White,Brazil,84.89,6,89
2021-08-02,2021,8,2,Wine Y,1994,Orange,Portugal,172.58,6,99
2021-09-16,2021,9,16,Wine T,1990,Rose,Germany,90.29,2,88
2021-11-13,2021,11,13,Wine T,1990,Rose,Argentina,220.83,15,98
2021-03-21,2021,3,21,Wine Z,2020,Orange,Chile,163.73,4,90
2021-09-30,2021,9,30,Wine N,2007,White,Spain,97.61,2,83
2021-08-16,2021,8,16,Wine Y,2017,Orange,USA,272.34,7,76
2021-08-16,2021,8,16,Wine P,1995,Sparkling,Spain,55.72,13,75
2021-03-31,2021,3,31,Wine Z,1991,Orange,Portugal,299.68,3,76
2021-10-15,2021,10,15,Wine N,2018,White,Uruguay,124.81,1,98
2021-02-20,2021,2,20,Wine S,1993,Rose,Chile,162.05,9,94
2021-06-01,2021,6,1,Wine L,2019,White,Argentina,214.2,8,100
2021-02-06,2021,2,6,Wine K,1997,White,Germany,269.05,14,97
2021-11-03,2021,11,3,Wine Y,2003,Orange,USA,52.04,9,94
2021-03-29,2021,3,29,Wine R,2009,Sparkling,USA,420.44,12,75
2021-02-16,2021,2,16,Wine Y,2015,Orange,France,53.65,12,87
2021-04-25,2021,4,25,Wine N,1997,White,Argentina,285.29,10,95
2021-10-25,2021,10,25,Wine Z,2014,Orange,USA,75.1,13,84
2021-03-05,2021,3,5,Wine R,1984,Sparkling,Italy,390.25,15,86
2021-11-26,2021,11,26,Wine P,1985,Sparkling,USA,87.67,2,90
2021-06-10,2021,6,10,Wine P,1982,Sparkling,Spain,369.88,4,84
2021-05-09,2021,5,9,Wine Y,2018,Orange,Argentina,242.96,2,76
2021-03-05,2021,3,5,Wine Z,1994,Orange,Spain,302.65,1,79
2021-02-18,2021,2,18,Wine P,2007,Sparkling,Germany,183.6,14,77
2021-11-05,2021,11,5,Wine W,2018,Sweet,Portugal,339.58,14,79
2021-10-26,2021,10,26,Wine G,2002,Red,France,202.88,4,82
2021-11-29,2021,11,29,Wine Q,2014,Sparkling,Argentina,146.7,14,86
2021-05-28,2021,5,28,Wine G,1995,Red,USA,66.42,8,83
2021-12-15,2021,12,15,Wine Y,1994,Orange,Spain,276.87,6,96
2021-11-07,2021,11,7,Wine R,1983,Sparkling,Portugal,155.57,7,88
2021-03-13,2021,3,13,Wine X,1994,Sweet,Germany,86.93,12,76
2021-11-28,2021,11,28,Wine T,2005,Rose,Germany,186.46,9,88
2021-09-05,2021,9,5,Wine T,2003,Rose,USA,223.28,3,97
2021-04-16,2021,4,16,Wine Q,1991,Sparkling,Italy,204.07,7,82
2021-06-12,2021,6,12,Wine S,1998,Rose,Italy,295.41,3,88
2021-12-22,2021,12,22,Wine E,2004,Red,Brazil,182.33,5,89
2021-01-09,2021,1,9,Wine L,1999,White,Argentina,80.63,6,96
2021-05-07,2021,5,7,Wine Y,1994,Orange,Portugal,193.53,9,77
2021-07-12,2021,7,12,Wine H,1982,Red,Portugal,299.57,12,82
2021-08-14,2021,8,14,Wine U,1987,Rose,Spain,196.14,3,84
2021-12-21,2021,12,21,Wine W,1984,Sweet,Spain,445.13,6,99
2021-02-23,2021,2,23,Wine W,2012,Sweet,Chile,167.18,2,100
2021-03-18,2021,3,18,Wine Z,1984,Orange,Uruguay,262.2,14,85
2021-05-03,2021,5,3,Wine V,2008,Sweet,Uruguay,329.77,10,90
2021-01-22,2021,1,22,Wine Y,1998,Orange,Argentina,233.19,12,75
2021-08-27,2021,8,27,Wine V,2004,Sweet,Portugal,305.03,11,96
2021-06-15,2021,6,15,Wine H,1992,Red,Uruguay,784.48,7,91
2021-08-06,2021,8,6,Wine N,1987,White,Chile,318.72,13,87
2021-08-02,2021,8,2,Wine Z,1983,Orange,Chile,79.23,15,86
2021-01-11,2021,1,11,Wine R,1986,Sparkling,Germany,205.13,4,79
2021-08-11,2021,8,11,Wine Z,1999,Orange,Portugal,321.93,11,100
2021-06-01,2021,6,1,Wine J,1992,Red,Germany,206.35,1,77
2021-02-20,2021,2,20,Wine S,1998,Rose,Portugal,212.68,14,96
2021-09-14,2021,9,14,Wine Z,1989,Orange,USA,69.07,12,95
2021-01-07,2021,1,7,Wine U,1998,Rose,Uruguay,512.87,6,78
2021-05-03,2021,5,3,Wine X,1992,Sweet,Uruguay,199.05,5,88
2021-08-30,2021,8,30,Wine Z,2016,Orange,Uruguay,619.03,6,98
2021-04-02,2021,4,2,Wine X,2020,Sweet,Germany,247.41,13,87
2021-08-26,2021,8,26,Wine S,2003,Rose,Spain,323.24,14,93
2021-10-30,2021,10,30,Wine P,2016,Sparkling,Italy,55.72,7,76
2021-06-01,2021,6,1,Wine M,1987,White,Argentina,82.73,14,95
2021-08-30,2021,8,30,Wine E,1998,Red,Germany,364.65,3,95
2021-04-27,2021,4,27,Wine Y,2004,Orange,Argentina,73.91,5,85
2021-06-18,2021,6,18,Wine V,1982,Sweet,Portugal,122.38,1,88
2021-04-24,2021,4,24,Wine I,2016,Red,Uruguay,102.81,15,91
2021-10-31,2021,10,31,Wine P,2006,Sparkling,Italy,200.43,3,81
2021-07-19,2021,7,19,Wine M,1985,White,Chile,83.05,1,87
2021-08-04,2021,8,4,Wine Y,2012,Orange,France,84.57,14,94
2021-09-15,2021,9,15,Wine T,1996,Rose,Chile,149.09,10,91
2021-04-09,2021,4,9,Wine T,2021,Rose,Germany,418.26,12,86
2021-10-09,2021,10,9,Wine R,1983,Sparkling,Germany,105.98,15,92
2021-03-26,2021,3,26,Wine P,2005,Sparkling,Chile,450.33,5,91
2021-09-28,2021,9,28,Wine Z,2011,Orange,Chile,56.88,12,80
2021-04-16,2021,4,16,Wine B,2020,Red,Argentina,51.73,9,87
2021-05-28,2021,5,28,Wine U,2021,Rose,USA,226.77,2,96
2021-01-31,2021,1,31,Wine S,2021,Rose,Argentina,199.6,13,100
2021-03-06,2021,3,6,Wine T,1994,Rose,Brazil,541.47,2,75
2021-01-05,2021,1,5,Wine C,2010,Red,Italy,114.44,4,85
2021-05-31,2021,5,31,Wine F,2007,Red,Uruguay,96.06,2,92
2021-06-26,2021,6,26,Wine U,2020,Rose,Uruguay,437.14,11,96
2021-03-29,2021,3,29,Wine I,2011,Red,Argentina,297.46,12,86
2021-11-07,2021,11,7,Wine R,1997,Sparkling,Chile,396.65,5,78
2021-03-09,2021,3,9,Wine Z,1983,Orange,Uruguay,216.39,10,91
2021-12-24,2021,12,24,Wine S,1983,Rose,USA,82.3,3,85
2021-10-13,2021,10,13,Wine T,2013,Rose,Germany,311.58,15,76
2021-09-19,2021,9,19,Wine I,1992,Red,Spain,79.41,13,90
2021-11-05,2021,11,5,Wine R,2019,Sparkling,Chile,65.89,10,77
2021-08-14,2021,8,14,Wine Z,1985,Orange,Argentina,123.11,14,89
2021-05-19,2021,5,19,Wine F,1999,Red,Italy,214.71,9,77
2021-01-28,2021,1,28,Wine Y,1998,Orange,France,63.26,11,92
2021-12-01,2021,12,1,Wine V,1988,Sweet,Argentina,434.72,4,83
2021-11-18,2021,11,18,Wine L,2001,White,France,91.01,14,100
2021-04-30,2021,4,30,Wine P,2007,Sparkling,Brazil,154.82,15,91
2021-07-27,2021,7,27,Wine P,2003,Sparkling,Brazil,263.42,14,84
2021-01-05,2021,1,5,Wine J,2010,Red,Uruguay,76.9,13,85
2021-06-21,2021,6,21,Wine M,2013,White,France,108.34,14,86
2021-10-25,2021,10,25,Wine L,1989,White,Brazil,133.4,6,97
2021-02-26,2021,2,26,Wine T,1994,Rose,Spain,184.03,8,99
2021-03-13,2021,3,13,Wine R,1984,Sparkling,Spain,60.35,8,99
2021-12-29,2021,12,29,Wine Z,2010,Orange,Italy,311.46,6,93
2021-01-10,2021,1,10,Wine Z,1983,Orange,Chile,504.9,12,93
2021-11-22,2021,11,22,Wine R,2003,Sparkling,USA,67.16,8,79
2021-02-08,2021,2,8,Wine G,1991,Red,France,351.93,6,88
2021-04-06,2021,4,6,Wine Z,2019,Orange,Chile,194.84,1,80
2021-09-17,2021,9,17,Wine U,1999,Rose,Uruguay,125.49,4,75
2021-11-28,2021,11,28,Wine M,1983,White,Spain,616.8,1,89
2021-01-13,2021,1,13,Wine D,2019,Red,France,171.91,9,76
2021-04-07,2021,4,7,Wine R,2016,Sparkling,Italy,167.73,7,98
2021-12-12,2021,12,12,Wine N,2021,White,France,99.47,12,100
2021-04-03,2021,4,3,Wine L,1990,White,Brazil,471.75,2,83
2021-06-01,2021,6,1,Wine L,1993,White,Spain,119.65,3,97
2021-02-01,2021,2,1,Wine M,1995,White,Argentina,142.15,13,79
2021-09-15,2021,9,15,Wine T,2019,Rose,Portugal,77.34,13,92
2021-04-07,2021,4,7,Wine A,2000,Red,Germany,218.05,5,100
2021-11-01,2021,11,1,Wine B,1993,Red,Brazil,289.58,10,83
2021-03-12,2021,3,12,Wine S,1983,Rose,Spain,135.73,11,89
2021-03-17,2021,3,17,Wine W,1997,Sweet,Chile,96.11,9,89
2021-02-04,2021,2,4,Wine D,2013,Red,Germany,309.49,3,85
2021-06-07,2021,6,7,Wine K,1995,White,Chile,77.51,15,81
2021-02-11,2021,2,11,Wine N,2015,White,Portugal,256.13,15,83
2021-11-21,2021,11,21,Wine A,1991,Red,Germany,204.92,8,83
2021-01-08,2021,1,8,Wine Z,2021,Orange,Uruguay,81.52,8,82
2021-09-17,2021,9,17,Wine C,2009,Red,Portugal,313.68,9,89
2021-09-03,2021,9,3,Wine R,2016,Sparkling,Chile,236.98,13,96
2021-12-13,2021,12,13,Wine T,2003,Rose,Brazil,137.56,4,81
2021-12-07,2021,12,7,Wine K,2002,White,USA,183.39,4,93
2021-10-20,2021,10,20,Wine Y,2012,Orange,Portugal,513.99,10,95
2021-05-02,2021,5,2,Wine C,2001,Red,Spain,58.97,15,95
2021-02-21,2021,2,21,Wine Y,1983,Orange,Uruguay,210.79,9,96
2021-05-25,2021,5,25,Wine Q,1986,Sparkling,France,229.1,8,98
2021-12-24,2021,12,24,Wine W,2008,Sweet,Chile,191.41,3,75
2021-06-29,2021,6,29,Wine R,1996,Sparkling,Spain,184.58,4,89
2021-05-30,2021,5,30,Wine P,1997,Sparkling,Spain,324.02,10,94
2021-03-11,2021,3,11,Wine M,2004,White,Spain,548.37,10,80
2021-11-27,2021,11,27,Wine Z,2012,Orange,Spain,312.57,15,85
2021-01-12,2021,1,12,Wine Y,1984,Orange,USA,207.41,1,80
2021-11-06,2021,11,6,Wine L,2004,White,Chile,76.56,12,85
2021-12-07,2021,12,7,Wine V,1995,Sweet,Brazil,228.17,3,87
2021-08-11,2021,8,11,Wine Z,2000,Orange,Spain,390.86,9,82
2021-01-01,2021,1,1,Wine Y,1990,Orange,Germany,193.92,5,96
2021-10-25,2021,10,25,Wine T,2020,Rose,Portugal,184.4,8,94
2021-07-15,2021,7,15,Wine X,1996,Sweet,Portugal,216.65,11,78
2021-05-22,2021,5,22,Wine X,2006,Sweet,Italy,136.73,3,96
2021-10-21,2021,10,21,Wine L,2017,White,Italy,449.0,6,95
2021-04-23,2021,4,23,Wine M,1990,White,Brazil,164.04,14,90
2021-05-25,2021,5,25,Wine Y,1985,Orange,USA,119.56,2,86
2021-09-25,2021,9,25,Wine Y,2020,Orange,Uruguay,66.91,9,93
2021-07-21,2021,7,21,Wine Y,2006,Orange,Argentina,78.39,14,86
2021-06-26,2021,6,26,Wine Q,2015,Sparkling,France,408.82,5,79
2021-11-06,2021,11,6,Wine Z,1990,Orange,Portugal,512.54,10,83
2021-08-09,2021,8,9,Wine O,2004,White,Portugal,331.81,1,99
2021-03-01,2021,3,1,Wine R,1987,Sparkling,Germany,100.12,1,94
2021-06-19,2021,6,19,Wine J,1988,Red,Spain,109.26,10,93
2021-02-03,2021,2,3,Wine Y,1987,Orange,Uruguay,56.25,11,77
2021-01-08,2021,1,8,Wine S,2000,Rose,Spain,112.55,11,97
2021-02-16,2021,2,16,Wine U,1986,Rose,Uruguay,313.14,3,83
2021-11-24,2021,11,24,Wine X,1994,Sweet,Brazil,152.08,11,82
2021-01-22,2021,1,22,Wine R,1993,Sparkling,Uruguay,124.64,15,83
2021-01-13,2021,1,13,Wine B,1983,Red,USA,315.73,8,91
2021-01-05,2021,1,5,Wine X,1988,Sweet,Italy,296.3,14,95
2021-07-16,2021,7,16,Wine T,2021,Rose,Brazil,790.75,2,92
2021-04-20,2021,4,20,Wine W,1985,Sweet,Chile,112.12,6,75
2021-12-12,2021,12,12,Wine Y,2018,Orange,Argentina,140.05,13,84
2021-12-20,2021,12,20,Wine U,1988,Rose,Uruguay,333.95,5,80
2021-12-26,2021,12,26,Wine G,1988,Red,Chile,599.86,7,78
2021-03-03,2021,3,3,Wine N,2005,White,Spain,467.87,9,81
2021-09-25,2021,9,25,Wine J,1999,Red,Portugal,272.7,12,78
2021-09-23,2021,9,23,Wine Z,1982,Orange,Chile,217.91,5,75
2021-07-07,2021,7,7,Wine W,1985,Sweet,Italy,131.32,1,81
2021-01-14,2021,1,14,Wine K,1984,White,USA,92.85,2,88
2021-11-18,2021,11,18,Wine H,2020,Red,Italy,473.6,10,85
2021-03-15,2021,3,15,Wine U,1999,Rose,USA,127.8,15,75
2021-01-11,2021,1,11,Wine G,2014,Red,Argentina,143.53,13,96
2021-04-13,2021,4,13,Wine F,2002,Red,Portugal,339.46,5,80
2021-03-03,2021,3,3,Wine B,1999,Red,Portugal,56.59,4,88
2021-12-16,2021,12,16,Wine R,2004,Sparkling,Germany,132.54,9,100
2021-01-19,2021,1,19,Wine C,2021,Red,Portugal,54.82,6,95
2021-09-20,2021,9,20,Wine P,2003,Sparkling,Uruguay,294.03,10,88
2021-03-30,2021,3,30,Wine F,1988,Red,Italy,289.68,12,94
2021-04-20,2021,4,20,Wine Z,1984,Orange,France,356.83,6,88
2021-12-28,2021,12,28,Wine V,1998,Sweet,Italy,266.53,9,87
2021-01-10,2021,1,10,Wine Q,2011,Sparkling,Portugal,160.37,3,94
2021-02-14,2021,2,14,Wine U,1992,Rose,Spain,306.42,11,95
2021-09-20,2021,9,20,Wine Z,2017,Orange,Uruguay,295.33,3,100
2021-02-07,2021,2,7,Wine C,2020,Red,Germany,161.52,14,100
2021-09-08,2021,9,8,Wine T,1993,Rose,Brazil,107.01,9,94
2021-08-01,2021,8,1,Wine Z,1994,Orange,France,76.91,14,88
2021-03-21,2021,3,21,Wine W,1988,Sweet,Chile,536.95,9,84
2021-09-28,2021,9,28,Wine T,1993,Rose,Portugal,315.48,13,77
2021-04-04,2021,4,4,Wine M,2003,White,Germany,227.53,2,83
2021-09-22,2021,9,22,Wine Q,2006,Sparkling,Germany,136.59,5,96
2021-04-06,2021,4,6,Wine Z,2013,Orange,Germany,81.91,5,87
2021-01-15,2021,1,15,Wine T,2014,Rose,Chile,335.01,12,75
2021-02-04,2021,2,4,Wine S,2001,Rose,USA,89.05,10,87
2021-06-02,2021,6,2,Wine T,1994,Rose,Argentina,238.13,6,78
2021-11-27,2021,11,27,Wine D,2000,Red,France,206.53,3,93
2021-08-14,2021,8,14,Wine X,1993,Sweet,Argentina,237.51,12,88
2021-01-01,2021,1,1,Wine Z,1989,Orange,Uruguay,517.5,9,90
2021-08-14,2021,8,14,Wine Y,1990,Orange,Chile,356.48,9,84
2021-08-15,2021,8,15,Wine U,2002,Rose,Germany,94.76,14,100
2021-04-08,2021,4,8,Wine S,2020,Rose,Portugal,90.08,7,97
2021-08-06,2021,8,6,Wine Y,2021,Orange,Argentina,71.2,1,84
2021-10-31,2021,10,31,Wine W,2005,Sweet,Argentina,131.67,9,89
2021-07-14,2021,7,14,Wine L,1987,White,USA,151.61,15,79
2021-01-05,2021,1,5,Wine F,2005,Red,Chile,248.17,3,78
2021-09-13,2021,9,13,Wine A,1983,Red,Spain,83.53,4,94
2021-03-01,2021,3,1,Wine K,2017,White,France,99.77,9,87
2021-11-13,2021,11,13,Wine Z,1985,Orange,Uruguay,632.06,8,79
2021-10-28,2021,10,28,Wine P,2017,Sparkling,Uruguay,326.36,7,87
2021-04-16,2021,4,16,Wine P,2015,Sparkling,Chile,434.53,8,95
2021-06-27,2021,6,27,Wine Y,1987,Orange,Italy,235.72,8,79
2021-10-23,2021,10,23,Wine M,2005,White,Italy,393.1,9,97
2021-07-04,2021,7,4,Wine V,1997,Sweet,Brazil,336.82,12,97
2021-01-07,2021,1,7,Wine X,2019,Sweet,Spain,630.14,10,94
2021-09-09,2021,9,9,Wine E,2004,Red,Italy,141.36,10,96
2021-01-18,2021,1,18,Wine N,2005,White,Portugal,146.61,1,97
2021-03-30,2021,3,30,Wine N,2013,White,Uruguay,245.48,13,93
2021-05-06,2021,5,6,Wine W,2010,Sweet,Italy,370.67,3,99
2021-06-10,2021,6,10,Wine X,2001,Sweet,Germany,95.06,8,84
2021-12-23,2021,12,23,Wine Z,1996,Orange,Argentina,457.21,14,81
2021-06-23,2021,6,23,Wine V,2006,Sweet,Uruguay,170.43,11,83
2021-02-06,2021,2,6,Wine U,2005,Rose,France,291.89,11,94
2021-05-01,2021,5,1,Wine X,2017,Sweet,Italy,211.49,7,76
2021-05-30,2021,5,30,Wine Z,2016,Orange,Uruguay,478.83,7,96
2021-04-10,2021,4,10,Wine C,2017,Red,Chile,125.64,12,90
2021-03-13,2021,3,13,Wine S,2000,Rose,Brazil,185.08,5,99
2021-08-14,2021,8,14,Wine N,1989,White,France,103.1,3,77
2021-11-27,2021,11,27,Wine P,1990,Sparkling,Spain,175.95,11,87
2021-08-23,2021,8,23,Wine V,1992,Sweet,Germany,95.21,9,89
2021-09-12,2021,9,12,Wine U,1983,Rose,Argentina,482.97,12,86
2021-05-10,2021,5,10,Wine U,2019,Rose,Spain,221.62,1,84
2021-12-13,2021,12,13,Wine Z,2017,Orange,Uruguay,75.72,5,96
2021-02-22,2021,2,22,Wine Z,1982,Orange,Brazil,480.42,6,82
2021-06-27,2021,6,27,Wine X,1993,Sweet,Portugal,300.33,7,95
2021-09-17,2021,9,17,Wine X,2013,Sweet,USA,132.25,11,81
2021-02-21,2021,2,21,Wine L,2012,White,Chile,210.4,6,75
2021-03-29,2021,3,29,Wine Y,1999,Orange,Chile,184.23,2,95
2021-02-16,2021,2,16,Wine O,2013,White,Spain,210.83,4,76
2021-06-12,2021,6,12,Wine R,2000,Sparkling,Chile,188.15,6,92
2021-06-05,2021,6,5,Wine Y,2000,Orange,Uruguay,74.8,12,79
2021-10-26,2021,10,26,Wine V,1993,Sweet,Brazil,120.62,7,79
2021-10-28,2021,10,28,Wine R,1995,Sparkling,Germany,62.09,7,80
2021-07-18,2021,7,18,Wine X,1982,Sweet,USA,132.73,10,90
2021-03-14,2021,3,14,Wine U,1985,Rose,Brazil,316.52,10,80
2021-05-09,2021,5,9,Wine H,2001,Red,Spain,307.42,5,80
2021-05-26,2021,5,26,Wine R,1984,Sparkling,Chile,159.56,13,80
2021-04-19,2021,4,19,Wine U,1982,Rose,USA,106.99,7,96
2021-10-27,2021,10,27,Wine V,2007,Sweet,France,75.25,15,91
2021-07-12,2021,7,12,Wine P,2005,Sparkling,France,248.62,3,93
2021-08-20,2021,8,20,Wine T,2011,Rose,Argentina,377.16,8,92
2021-06-30,2021,6,30,Wine L,2017,White,France,164.02,7,75
2021-08-11,2021,8,11,Wine H,1983,Red,Italy,94.44,10,81
2021-02-14,2021,2,14,Wine A,2004,Red,Brazil,233.73,12,76
2021-03-11,2021,3,11,Wine F,2017,Red,Argentina,312.32,8,88
2021-08-18,2021,8,18,Wine Z,2010,Orange,Portugal,100.47,5,84
2021-06-23,2021,6,23,Wine Z,2004,Orange,France,226.51,7,87
2021-05-21,2021,5,21,Wine O,1998,White,Spain,85.99,6,88
2021-04-21,2021,4,21,Wine T,1982,Rose,Spain,354.76,6,85
2021-05-19,2021,5,19,Wine A,2021,Red,France,114.24,2,75
2021-10-30,2021,10,30,Wine M,1985,White,France,299.26,2,78
2021-08-27,2021,8,27,Wine G,2009,Red,France,223.53,1,95
2021-07-04,2021,7,4,Wine V,2003,Sweet,Portugal,286.02,4,83
2021-06-18,2021,6,18,Wine P,2010,Sparkling,Spain,163.98,6,75
2021-05-11,2021,5,11,Wine P,2013,Sparkling,Chile,71.43,10,92
2021-04-04,2021,4,4,Wine Q,2015,Sparkling,Chile,235.86,10,88
2021-04-03,2021,4,3,Wine X,1998,Sweet,Brazil,63.3,10,76
2021-10-07,2021,10,7,Wine W,2002,Sweet,USA,72.83,10,89
2021-05-18,2021,5,18,Wine T,1997,Rose,Uruguay,105.33,10,91
2021-10-31,2021,10,31,Wine Y,2009,Orange,Germany,474.31,10,81
2021-09-24,2021,9,24,Wine O,1998,White,France,125.05,10,89
2021-10-11,2021,10,11,Wine X,2021,Sweet,USA,369.98,2,88
2021-01-26,2021,1,26,Wine N,2007,White,Italy,277.23,7,87
2021-10-02,2021,10,2,Wine R,1991,Sparkling,Argentina,235.74,4,93
2021-09-18,2021,9,18,Wine X,2006,Sweet,Portugal,169.8,10,100
2021-01-04,2021,1,4,Wine U,2020,Rose,France,259.4,15,81
2021-09-02,2021,9,2,Wine Q,1985,Sparkling,Portugal,426.67,15,100
2021-01-01,2021,1,1,Wine H,2021,Red,Argentina,91.57,13,97
2021-08-26,2021,8,26,Wine P,2004,Sparkling,Spain,86.26,14,88
2021-05-29,2021,5,29,Wine Y,1995,Orange,Spain,345.27,6,80
2021-02-05,2021,2,5,Wine Z,1991,Orange,Brazil,224.09,4,83
2021-06-27,2021,6,27,Wine M,1997,White,Chile,340.53,12,76
2021-11-13,2021,11,13,Wine X,2005,Sweet,Uruguay,253.37,3,85
2021-07-10,2021,7,10,Wine W,1988,Sweet,USA,72.42,8,98
2021-07-04,2021,7,4,Wine U,2001,Rose,Italy,474.81,5,83
2021-04-22,2021,4,22,Wine B,2000,Red,Chile,118.25,10,96
2021-04-06,2021,4,6,Wine E,1985,Red,Brazil,143.36,14,84
2021-12-20,2021,12,20,Wine Q,1985,Sparkling,Italy,114.55,2,84
2021-04-13,2021,4,13,Wine V,2004,Sweet,Italy,233.19,5,83
2021-05-16,2021,5,16,Wine X,1989,Sweet,Portugal,565.46,11,79
2021-01-03,2021,1,3,Wine A,1994,Red,USA,173.59,4,95
2021-04-29,2021,4,29,Wine I,2020,Red,Germany,185.32,14,89
2021-01-21,2021,1,21,Wine Z,1995,Orange,Chile,200.31,15,87
2021-04-11,2021,4,11,Wine L,2012,White,Spain,134.84,10,93
2021-05-31,2021,5,31,Wine P,2016,Sparkling,Brazil,287.54,13,96
2021-10-04,2021,10,4,Wine N,1992,White,France,55.23,6,95
2021-03-25,2021,3,25,Wine I,2021,Red,Portugal,95.73,6,83
2021-07-21,2021,7,21,Wine V,1995,Sweet,Italy,108.61,4,77
